provider,pincode,city,state,cod_delivery,prepaid_delivery,pickup,zone_group,zone_code
,484224,Anuppur,MADHYA PRADESH,N,N,N,,
,474011,Gwalior,MADHYA PRADESH,Y,Y,Y,,
,457665,Jhabua,MADHYA PRADESH,Y,Y,N,,
,495224,Bilaspur,CHHATTISGARH,N,N,N,,
,473101,Guna,MADHYA PRADESH,Y,Y,N,,
,492001,Raipur,CHHATTISGARH,Y,Y,Y,,
,481051,Ukwa,MADHYA PRADESH,Y,Y,N,,
,455115,Dewas,MADHYA PRADESH,N,N,N,,
,462014,Bhopal,MADHYA PRADESH,Y,Y,N,,
,492007,Raipur,CHHATTISGARH,Y,Y,Y,,
,481105,Ukwa,MADHYA PRADESH,Y,Y,N,,
,480551,Chindwara,MADHYA PRADESH,Y,Y,Y,,
,476133,Morena,MADHYA PRADESH,Y,Y,N,,
,494444,Bijapur CG,CHHATTISGARH,N,N,N,,
,490013,DURG,CHHATTISGARH,N,N,N,,
,465680,Pachore,MADHYA PRADESH,Y,Y,N,,
,497448,Manendragarh,CHHATTISGARH,Y,Y,N,,
,451667,Sendhwa,MADHYA PRADESH,Y,Y,Y,,
,465674,Biaora,MADHYA PRADESH,Y,Y,Y,,
,470006,Sagar,MADHYA PRADESH,Y,Y,N,,
,490012,Bhilai,CHHATTISGARH,Y,Y,N,,
,485004,Satna,MADHYA PRADESH,N,N,N,,
,458338,Mandsaur,MADHYA PRADESH,N,N,N,,
,493196,Balodabazar,CHHATTISGARH,Y,Y,N,,
,473229,Guna,MADHYA PRADESH,Y,Y,Y,,
,458581,Mandsaur,MADHYA PRADESH,N,N,N,,
,460663,Multai,MADHYA PRADESH,Y,Y,N,,
,485001,Satna,MADHYA PRADESH,Y,Y,Y,,
,483225,SIHORA MP,MADHYA PRADESH,Y,Y,Y,,
,481990,SHAHPURA SER,MADHYA PRADESH,N,N,N,,
,472118,Tikamgarh,MADHYA PRADESH,Y,Y,N,,
,454441,Dhar,MADHYA PRADESH,N,N,N,,
,451557,Barwani,MADHYA PRADESH,Y,Y,N,,
,460004,Betul,MADHYA PRADESH,Y,Y,N,,
,451111,Bediya,MADHYA PRADESH,Y,Y,N,,
,480881,Kurai,MADHYA PRADESH,Y,Y,N,,
,490004,Bhilai,CHHATTISGARH,Y,Y,Y,,
,480887,Lakhnadon,MADHYA PRADESH,Y,Y,N,,
,452004,Indore,MADHYA PRADESH,Y,Y,Y,,
,490021,Bhilai,CHHATTISGARH,Y,Y,N,,
,462042,Bhopal,MADHYA PRADESH,Y,Y,Y,,
,497335,Baikunthpur,CHHATTISGARH,Y,Y,Y,,
,488050,Panna,MADHYA PRADESH,Y,Y,Y,,
,462011,Bhopal,MADHYA PRADESH,Y,Y,Y,,
,492100,Raipur,CHHATTISGARH,Y,Y,N,,
,482050,GARHA,MADHYA PRADESH,N,N,N,,
,452006,Indore,MADHYA PRADESH,Y,Y,Y,,
,486333,Mauganj,MADHYA PRADESH,N,N,N,,
,496004,Raigarh,CHHATTISGARH,Y,Y,N,,
,491228,Balod,CHHATTISGARH,Y,Y,N,,
,486445,Semariya,MADHYA PRADESH,Y,Y,Y,,
,472445,Niwari,MADHYA PRADESH,N,N,N,,
,485772,Maihar,MADHYA PRADESH,Y,Y,N,,
,484447,Kotma,MADHYA PRADESH,N,N,N,,
,496220,Pathalgaon,CHHATTISGARH,N,N,N,,
,457553,Ratlam,MADHYA PRADESH,Y,Y,N,,
,491001,DURG,CHHATTISGARH,Y,Y,Y,,
,450117,Khirkiya,MADHYA PRADESH,N,N,N,,
,451773,Pansemal,MADHYA PRADESH,N,N,N,,
,452009,Indore,MADHYA PRADESH,Y,Y,N,,
,495119,Bilaspur,CHHATTISGARH,Y,Y,N,,
,462033,Bhopal,MADHYA PRADESH,Y,Y,Y,,
,495677,Korba,CHHATTISGARH,Y,Y,Y,,
,453661,Manpur,MADHYA PRADESH,N,N,N,,
,470882,TENDUKHEDA,MADHYA PRADESH,N,N,N,,
,458982,Mandsaur,MADHYA PRADESH,Y,Y,N,,
,460226,BHAINSDEHI,MADHYA PRADESH,N,N,N,,
,464112,VIDISHA,MADHYA PRADESH,Y,Y,N,,
,460001,Betul,MADHYA PRADESH,Y,Y,Y,,
,490024,Bhilai Jamul,CHHATTISGARH,Y,Y,N,,
,450017,Khandwa,MADHYA PRADESH,Y,Y,N,,
,475682,BHIND,MADHYA PRADESH,Y,Y,Y,,
,457994,Jobat,MADHYA PRADESH,Y,Y,N,,
,495674,Korba,CHHATTISGARH,N,N,N,,
,497117,LAKHANPUR CH,CHHATTISGARH,N,N,N,,
,481667,Nainpur,MADHYA PRADESH,N,N,N,,
,457227,Jaora,MADHYA PRADESH,N,N,N,,
,456010,Ujjain,MADHYA PRADESH,Y,Y,Y,,
,493881,ABHANPUR,CHHATTISGARH,Y,Y,N,,
,495006,Bilaspur,CHHATTISGARH,Y,Y,Y,,
,492004,Raipur,CHHATTISGARH,Y,Y,Y,,
,464556,Raisen,MADHYA PRADESH,Y,Y,N,,
,464221,Ganj Basoda,MADHYA PRADESH,Y,Y,Y,,
,464671,Udaipura,MADHYA PRADESH,Y,Y,N,,
,464229,Ganj Basoda,MADHYA PRADESH,Y,Y,N,,
,464114,Maksudangarh,MADHYA PRADESH,N,N,N,,
,490054,Bhilai,CHHATTISGARH,Y,Y,N,,
,451435,Khragone,MADHYA PRADESH,Y,Y,N,,
,471001,Chatarpur,MADHYA PRADESH,Y,Y,Y,,
,492101,Raipur,CHHATTISGARH,Y,Y,N,,
,493195,Bhatapara,CHHATTISGARH,Y,Y,N,,
,487225,Kareli,MADHYA PRADESH,Y,Y,N,,
,452012,Indore,MADHYA PRADESH,Y,Y,Y,,
,458335,Jiran,MADHYA PRADESH,N,N,N,,
,492107,Raipur,CHHATTISGARH,Y,Y,N,,
,490028,Bhilai Jamul,CHHATTISGARH,N,N,N,,
,483105,GARHA,MADHYA PRADESH,N,N,N,,
,454276,Kukshi,MADHYA PRADESH,Y,Y,N,,
,495686,Sakti,CHHATTISGARH,Y,Y,N,,
,495449,KASDOL,CHHATTISGARH,Y,Y,N,,
,474005,Gwalior,MADHYA PRADESH,Y,Y,Y,,
,480994,Nainpur,MADHYA PRADESH,N,N,N,,
,451451,Sendhwa,MADHYA PRADESH,Y,Y,N,,
,493776,Dhamtari,CHHATTISGARH,Y,Y,N,,
,458676,Mandsaur,MADHYA PRADESH,Y,Y,N,,
,470114,Sagar,MADHYA PRADESH,Y,Y,N,,
,486888,Waidhan,MADHYA PRADESH,Y,Y,Y,,
,477001,BHIND,MADHYA PRADESH,Y,Y,Y,,
,465335,Shujalpur,MADHYA PRADESH,N,N,N,,
,493331,Balodabazar,CHHATTISGARH,Y,Y,Y,,
,451770,Pansemal,MADHYA PRADESH,Y,Y,Y,,
,451660,THIKRI,MADHYA PRADESH,Y,Y,Y,,
,456440,Mahidpur,MADHYA PRADESH,Y,Y,N,,
,470675,Damoh,MADHYA PRADESH,Y,Y,N,,
,460661,Multai,MADHYA PRADESH,Y,Y,N,,
,481224,Lanji,MADHYA PRADESH,Y,Y,Y,,
,480441,Parasiya,MADHYA PRADESH,Y,Y,Y,,
,497235,BHATAGAON,CHHATTISGARH,N,N,N,,
,464776,Udaipura,MADHYA PRADESH,Y,Y,N,,
,481879,Dindori,MADHYA PRADESH,Y,Y,Y,,
,451376,Khragone,MADHYA PRADESH,Y,Y,N,,
,495553,Bilaspur,CHHATTISGARH,Y,Y,N,,
,474001,Gwalior,MADHYA PRADESH,Y,Y,Y,,
,485666,BIRSHINGHPUR,MADHYA PRADESH,N,N,N,,
,483501,Katni,MADHYA PRADESH,Y,Y,Y,,
,482005,Jabalpur,MADHYA PRADESH,Y,Y,Y,,
,495002,Bilaspur,CHHATTISGARH,Y,Y,Y,,
,470005,MAKRONIYA,MADHYA PRADESH,Y,Y,Y,,
,451664,Sendhwa,MADHYA PRADESH,Y,Y,N,,
,466331,Nasrullagunj,MADHYA PRADESH,Y,Y,N,,
,493335,KASDOL,CHHATTISGARH,N,N,N,,
,481339,WARASEONI,MADHYA PRADESH,Y,Y,N,,
,470773,Hatta,MADHYA PRADESH,N,N,N,,
,464651,Raisen,MADHYA PRADESH,Y,Y,N,,
,486450,Rewa,MADHYA PRADESH,N,N,N,,
,457891,Alirajpur,MADHYA PRADESH,Y,Y,N,,
,460447,Betul,MADHYA PRADESH,Y,Y,N,,
,466011,Sehore,MADHYA PRADESH,Y,Y,N,,
,477660,Morena,MADHYA PRADESH,N,N,N,,
,470120,Rahatgarh,MADHYA PRADESH,N,N,N,,
,460111,BHAINSDEHI,MADHYA PRADESH,N,N,N,,
,472337,Prithvipur,MADHYA PRADESH,Y,Y,N,,
,488220,Chandla,MADHYA PRADESH,Y,Y,N,,
,457332,Jaora,MADHYA PRADESH,Y,Y,N,,
,495690,DABHARA,CHHATTISGARH,Y,Y,Y,,
,495688,DABHARA,CHHATTISGARH,Y,Y,Y,,
,492021,Raipur,CHHATTISGARH,Y,Y,N,,
,483332,PAN UMARIYA,MADHYA PRADESH,Y,Y,N,,
,458474,Jawad,MADHYA PRADESH,Y,Y,Y,,
,461338,Harda,MADHYA PRADESH,Y,Y,N,,
,482009,Jabalpur,MADHYA PRADESH,Y,Y,Y,,
,466446,Nasrullagunj,MADHYA PRADESH,Y,Y,N,,
,465106,Shajapur,MADHYA PRADESH,Y,Y,N,,
,464881,Gairatganj,MADHYA PRADESH,Y,Y,N,,
,470013,Sagar,MADHYA PRADESH,Y,Y,N,,
,476134,Morena,MADHYA PRADESH,Y,Y,Y,,
,480337,Pandhurna,MADHYA PRADESH,Y,Y,N,,
,457336,Jaora,MADHYA PRADESH,Y,Y,N,,
,481995,BICHIYA,MADHYA PRADESH,N,N,N,,
,496553,SARANGARH,CHHATTISGARH,Y,Y,N,,
,451440,Khragone,MADHYA PRADESH,Y,Y,N,,
,455118,Dewas,MADHYA PRADESH,N,N,N,,
,456003,Ujjain,MADHYA PRADESH,Y,Y,Y,,
,493445,MAHASAMUND,CHHATTISGARH,Y,Y,N,,
,494331,Keshkal,CHHATTISGARH,N,N,N,,
,464668,BARELI MP,MADHYA PRADESH,Y,Y,N,,
,465223,Shujalpur,MADHYA PRADESH,Y,Y,N,,
,471301,Tikamgarh,MADHYA PRADESH,N,N,N,,
,451881,Shahada,MAHARASHTRA,Y,Y,N,,
,494442,Jagdalpur,CHHATTISGARH,N,N,N,,
,466666,Ashta,MADHYA PRADESH,N,N,N,,
,470662,Hatta,MADHYA PRADESH,Y,Y,N,,
,476219,Morena,MADHYA PRADESH,N,N,N,,
,483770,Barhi,MADHYA PRADESH,Y,Y,N,,
,457340,Jaora,MADHYA PRADESH,Y,Y,N,,
,493558,Basna,CHHATTISGARH,Y,Y,Y,,
,465550,Alot,MADHYA PRADESH,N,N,N,,
,462000,Bhopal,MADHYA PRADESH,Y,Y,Y,,
,461001,Hoshangabad,MADHYA PRADESH,Y,Y,N,,
,457333,Jaora,MADHYA PRADESH,Y,Y,N,,
,457550,PIPLODA,MADHYA PRADESH,Y,Y,Y,,
,480884,Lakhnadon,MADHYA PRADESH,Y,Y,N,,
,495113,RATANPURPALI,CHHATTISGARH,Y,Y,N,,
,463662,Dhamtari,CHHATTISGARH,Y,Y,N,,
,457335,Jaora,MADHYA PRADESH,Y,Y,N,,
,462010,Bhopal,MADHYA PRADESH,Y,Y,Y,,
,496665,Karshia,CHHATTISGARH,N,N,N,,
,476031,Morena,MADHYA PRADESH,Y,Y,N,,
,460551,Amla,MADHYA PRADESH,Y,Y,N,,
,465333,Shujalpur,MADHYA PRADESH,Y,Y,Y,,
,494449,Dantewada,CHHATTISGARH,N,N,N,,
,458777,Bhanpura,MADHYA PRADESH,Y,Y,N,,
,453115,Dhar,MADHYA PRADESH,Y,Y,N,,
,454448,Kukshi,MADHYA PRADESH,Y,Y,N,,
,481331,WARASEONI,MADHYA PRADESH,Y,Y,Y,,
,458660,Mandsaur,MADHYA PRADESH,N,N,N,,
,481001,BUDBUDA,MADHYA PRADESH,Y,Y,Y,,
,458116,Manasa,MADHYA PRADESH,Y,Y,N,,
,451221,THIKRI,MADHYA PRADESH,N,N,N,,
,460660,Multai,MADHYA PRADESH,Y,Y,N,,
,462041,Bhopal,MADHYA PRADESH,Y,Y,Y,,
,461445,Itarsi,MADHYA PRADESH,Y,Y,N,,
,475671,Bhander,MADHYA PRADESH,N,N,N,,
,480554,Chindwara,MADHYA PRADESH,Y,Y,Y,,
,461110,Hoshangabad,MADHYA PRADESH,N,N,N,,
,474004,Gwalior,MADHYA PRADESH,Y,Y,Y,,
,484665,ManpurMP,MADHYA PRADESH,Y,Y,Y,,
,465448,Shajapur,MADHYA PRADESH,Y,Y,N,,
,481222,Lanji,MADHYA PRADESH,Y,Y,N,,
,491002,DURG,CHHATTISGARH,N,N,N,,
,481880,Dindori,MADHYA PRADESH,Y,Y,Y,,
,484001,Shahdol,MADHYA PRADESH,Y,Y,N,,
,483503,Katni,MADHYA PRADESH,Y,Y,N,,
,462017,Bhopal,MADHYA PRADESH,Y,Y,N,,
,488441,Panna,MADHYA PRADESH,Y,Y,N,,
,490020,Bhilai,CHHATTISGARH,Y,Y,Y,,
,490007,Bhilai,CHHATTISGARH,Y,Y,Y,,
,458110,Manasa,MADHYA PRADESH,Y,Y,Y,,
,493889,Gariyabandh,CHHATTISGARH,Y,Y,Y,,
,492103,Bhilai,CHHATTISGARH,Y,Y,N,,
,484220,Anuppur,MADHYA PRADESH,N,N,N,,
,480559,Parasiya,MADHYA PRADESH,N,N,N,,
,450003,Khandwa,MADHYA PRADESH,Y,Y,N,,
,494225,Kondagaon,CHHATTISGARH,Y,Y,N,,
,457661,Jhabua,MADHYA PRADESH,Y,Y,N,,
,481556,Paraswada,MADHYA PRADESH,N,N,N,,
,458667,Mandsaur,MADHYA PRADESH,N,N,N,,
,492885,Khairagarh,CHHATTISGARH,N,N,N,,
,491221,Utaipatan,CHHATTISGARH,Y,Y,N,,
,470112,MAKRONIYA,MADHYA PRADESH,Y,Y,Y,,
,465447,Shajapur,MADHYA PRADESH,Y,Y,N,,
,480109,Sausar,MADHYA PRADESH,N,N,N,,
,450116,Khirkiya,MADHYA PRADESH,N,N,N,,
,480661,Seoni,MADHYA PRADESH,Y,Y,N,,
,493888,Mainpur,CHHATTISGARH,Y,Y,Y,,
,454001,Dhar,MADHYA PRADESH,Y,Y,Y,,
,487330,Kareli,MADHYA PRADESH,Y,Y,N,,
,455111,Dewas,MADHYA PRADESH,Y,Y,Y,,
,462021,Bhopal,MADHYA PRADESH,Y,Y,Y,,
,474007,Gwalior,MADHYA PRADESH,Y,Y,Y,,
,495684,Korba,CHHATTISGARH,Y,Y,N,,
,458770,Bhanpura,MADHYA PRADESH,Y,Y,N,,
,458558,Mandsaur,MADHYA PRADESH,N,N,N,,
,497229,Bishrampur,CHHATTISGARH,Y,Y,Y,,
,458470,Jawad,MADHYA PRADESH,Y,Y,Y,,
,456006,Ujjain,MADHYA PRADESH,Y,Y,Y,,
,496445,SARANGARH,CHHATTISGARH,Y,Y,Y,,
,477555,BHIND,MADHYA PRADESH,Y,Y,Y,,
,453555,Sanwer,MADHYA PRADESH,Y,Y,Y,,
,482006,Jabalpur,MADHYA PRADESH,Y,Y,Y,,
,495334,Mungeli,CHHATTISGARH,Y,Y,Y,,
,454334,Khandwa,MADHYA PRADESH,N,N,N,,
,474010,Gwalior,MADHYA PRADESH,Y,Y,Y,,
,461115,Itarsi,MADHYA PRADESH,Y,Y,N,,
,455344,KHATEGAON,MADHYA PRADESH,N,N,N,,
,491107,Utaipatan,CHHATTISGARH,Y,Y,Y,,
,456009,Ujjain,MADHYA PRADESH,Y,Y,Y,,
,451115,Bediya,MADHYA PRADESH,Y,Y,N,,
,458113,Manasa,MADHYA PRADESH,Y,Y,N,,
,450221,Burhanpur,MADHYA PRADESH,Y,Y,N,,
,455002,Dewas,MADHYA PRADESH,N,N,N,,
,473551,SHIVPURI,MADHYA PRADESH,Y,Y,Y,,
,457002,Ratlam,MADHYA PRADESH,N,N,N,,
,452015,Indore,MADHYA PRADESH,Y,Y,Y,,
,477105,BHIND,MADHYA PRADESH,Y,Y,Y,,
,451442,Julwania,MADHYA PRADESH,Y,Y,N,,
,493211,Raipur,CHHATTISGARH,N,N,N,,
,470002,Sagar,MADHYA PRADESH,Y,Y,Y,,
,470124,Bina,MADHYA PRADESH,Y,Y,N,,
,457777,Thandla,MADHYA PRADESH,N,N,N,,
,485774,Amarpatan,MADHYA PRADESH,N,N,N,,
,491340,Tilda,CHHATTISGARH,N,N,N,,
,462005,Bhopal,MADHYA PRADESH,Y,Y,N,,
,458664,Mandsaur,MADHYA PRADESH,Y,Y,N,,
,485661,Maihar,MADHYA PRADESH,Y,Y,N,,
,458393,Mandsaur,MADHYA PRADESH,Y,Y,N,,
,482001,Jabalpur,MADHYA PRADESH,Y,Y,Y,,
,458771,Bhanpura,MADHYA PRADESH,Y,Y,N,,
,466115,ICHHAWAR,MADHYA PRADESH,N,N,N,,
,484002,Shahdol,MADHYA PRADESH,Y,Y,Y,,
,490022,Bhilai Jamul,CHHATTISGARH,N,N,N,,
,451553,Barwani,MADHYA PRADESH,Y,Y,N,,
,471202,Chatarpur,MADHYA PRADESH,Y,Y,N,,
,491885,Khairagarh,CHHATTISGARH,N,N,N,,
,457119,Mahidpur,MADHYA PRADESH,Y,Y,N,,
,496334,Kunkari,CHHATTISGARH,N,N,N,,
,451558,Barwani,MADHYA PRADESH,Y,Y,N,,
,452001,Indore,MADHYA PRADESH,Y,Y,Y,,
,496001,Raigarh,CHHATTISGARH,Y,Y,Y,,
,486890,Waidhan,MADHYA PRADESH,Y,Y,Y,,
,494553,BACHELI,CHHATTISGARH,N,N,N,,
,484660,Umaria,MADHYA PRADESH,Y,Y,N,,
,481885,SHAHPURA SER,MADHYA PRADESH,N,N,N,,
,456004,Ujjain,MADHYA PRADESH,N,N,N,,
,470666,Sagar,MADHYA PRADESH,Y,Y,N,,
,462028,Bhopal,MADHYA PRADESH,Y,Y,N,,
,457771,Thandla,MADHYA PRADESH,N,N,N,,
,490003,Bhilai,CHHATTISGARH,N,N,N,,
,450445,Burhanpur,MADHYA PRADESH,Y,Y,N,,
,495683,Korba,CHHATTISGARH,N,N,N,,
,486009,Rewa,MADHYA PRADESH,Y,Y,N,,
,458595,Mandsaur,MADHYA PRADESH,Y,Y,N,,
,465418,Shujalpur,MADHYA PRADESH,Y,Y,N,,
,495554,Bilaspur,CHHATTISGARH,Y,Y,N,,
,464001,VIDISHA,MADHYA PRADESH,Y,Y,Y,,
,471501,Chatarpur,MADHYA PRADESH,Y,Y,N,,
,466001,Sehore,MADHYA PRADESH,Y,Y,Y,,
,461166,Itarsi,MADHYA PRADESH,Y,Y,N,,
,454552,THIKRI,MADHYA PRADESH,N,N,N,,
,476001,Morena,MADHYA PRADESH,Y,Y,Y,,
,457887,Alirajpur,MADHYA PRADESH,Y,Y,N,,
,466117,Ashta,MADHYA PRADESH,N,N,N,,
,457223,Jaora,MADHYA PRADESH,Y,Y,N,,
,454773,Dhar,MADHYA PRADESH,Y,Y,Y,,
,486885,Waidhan,MADHYA PRADESH,Y,Y,Y,,
,494223,Bastar,CHHATTISGARH,Y,Y,Y,,
,484555,Umaria,MADHYA PRADESH,Y,Y,N,,
,493101,Tilda,CHHATTISGARH,Y,Y,Y,,
,454345,Kukshi,MADHYA PRADESH,N,N,N,,
,451665,Sendhwa,MADHYA PRADESH,Y,Y,N,,
,455224,Dewas,MADHYA PRADESH,N,N,N,,
,470000,Sagar,MADHYA PRADESH,Y,Y,N,,
,466445,Hoshangabad,MADHYA PRADESH,Y,Y,N,,
,491004,DURG,CHHATTISGARH,Y,Y,N,,
,466448,Hoshangabad,MADHYA PRADESH,N,N,N,,
,462032,Bhopal,MADHYA PRADESH,Y,Y,Y,,
,484664,ManpurMP,MADHYA PRADESH,Y,Y,N,,
,470119,Rahatgarh,MADHYA PRADESH,N,N,N,,
,486008,Rewa,MADHYA PRADESH,N,N,N,,
,461005,Hoshangabad,MADHYA PRADESH,Y,Y,N,,
,486005,Rewa,MADHYA PRADESH,N,N,N,,
,496101,DABHARA,CHHATTISGARH,Y,Y,N,,
,492104,Raipur,CHHATTISGARH,N,N,N,,
,483110,SHAHPURA SER,MADHYA PRADESH,N,N,N,,
,490023,Bhilai,CHHATTISGARH,Y,Y,Y,,
,495444,Katgora,CHHATTISGARH,N,N,N,,
,480449,Parasiya,MADHYA PRADESH,Y,Y,Y,,
,482011,Jabalpur,MADHYA PRADESH,Y,Y,Y,,
,458333,Jiran,MADHYA PRADESH,N,N,N,,
,452007,Indore,MADHYA PRADESH,Y,Y,Y,,
,492009,Raipur,CHHATTISGARH,Y,Y,Y,,
,460553,Amla,MADHYA PRADESH,Y,Y,N,,
,480888,Lakhnadon,MADHYA PRADESH,Y,Y,N,,
,492102,Raipur,CHHATTISGARH,Y,Y,N,,
,484336,Kotma,MADHYA PRADESH,N,N,N,,
,458886,Mandsaur,MADHYA PRADESH,Y,Y,N,,
,495671,Champa,CHHATTISGARH,Y,Y,N,,
,492011,Raipur,CHHATTISGARH,Y,Y,N,,
,480001,Chindwara,MADHYA PRADESH,Y,Y,Y,,
,494003,Jagdalpur,CHHATTISGARH,Y,Y,N,,
,454350,Kukshi,MADHYA PRADESH,N,N,N,,
,458272,Manasa,MADHYA PRADESH,Y,Y,N,,
,480102,Chindwara,MADHYA PRADESH,Y,Y,Y,,
,471525,Chandla,MADHYA PRADESH,Y,Y,Y,,
,474020,Gwalior,MADHYA PRADESH,Y,Y,Y,,
,490026,Bhilai,CHHATTISGARH,Y,Y,Y,,
,461668,Hoshangabad,MADHYA PRADESH,N,N,N,,
,480003,Chindwara,MADHYA PRADESH,Y,Y,Y,,
,490006,Bhilai,CHHATTISGARH,Y,Y,Y,,
,461381,Harda,MADHYA PRADESH,Y,Y,N,,
,461222,Seoni Malwa,MADHYA PRADESH,Y,Y,N,,
,472001,Tikamgarh,MADHYA PRADESH,Y,Y,N,,
,485771,Maihar,MADHYA PRADESH,Y,Y,Y,,
,495559,Champa,CHHATTISGARH,Y,Y,Y,,
,495551,Bilaspur,CHHATTISGARH,Y,Y,N,,
,473445,GADARWARA,MADHYA PRADESH,N,N,N,,
,497447,Manendragarh,CHHATTISGARH,Y,Y,N,,
,455004,Dewas,MADHYA PRADESH,N,N,N,,
,474015,Gwalior,MADHYA PRADESH,Y,Y,Y,,
,490001,Bhilai,CHHATTISGARH,Y,Y,Y,,
,494556,BACHELI,CHHATTISGARH,N,N,N,,
,462025,Bhopal,MADHYA PRADESH,Y,Y,N,,
,470008,Sagar,MADHYA PRADESH,Y,Y,N,,
,451661,Barwani,MADHYA PRADESH,Y,Y,N,,
,485002,Satna,MADHYA PRADESH,Y,Y,N,,
,457001,Ratlam,MADHYA PRADESH,Y,Y,N,,
,480104,Sausar,MADHYA PRADESH,Y,Y,N,,
,473002,Guna,MADHYA PRADESH,N,N,N,,
,492014,Raipur,CHHATTISGARH,Y,Y,N,,
,454435,Dhar,MADHYA PRADESH,Y,Y,N,,
,451332,Bhikangaon,MADHYA PRADESH,N,N,N,,
,456007,Ujjain,MADHYA PRADESH,Y,Y,Y,,
,453562,Sanwer,MADHYA PRADESH,Y,Y,N,,
,487770,GADARWARA,MADHYA PRADESH,Y,Y,N,,
,451381,Khragone,MADHYA PRADESH,Y,Y,N,,
,464240,Bina,MADHYA PRADESH,Y,Y,N,,
,493113,Bhatapara,CHHATTISGARH,Y,Y,N,,
,465661,Biaora,MADHYA PRADESH,Y,Y,N,,
,457775,Petlawad,MADHYA PRADESH,Y,Y,N,,
,466644,Sehore,MADHYA PRADESH,Y,Y,N,,
,492015,Raipur,CHHATTISGARH,Y,Y,Y,,
,477445,BHIND,MADHYA PRADESH,Y,Y,Y,,
,480108,Sausar,MADHYA PRADESH,Y,Y,N,,
,495678,Korba,CHHATTISGARH,Y,Y,Y,,
,470771,Damoh,MADHYA PRADESH,Y,Y,N,,
,471028,Deori,MADHYA PRADESH,Y,Y,N,,
,481022,BUDBUDA,MADHYA PRADESH,Y,Y,N,,
,465697,Sarangpur,MADHYA PRADESH,Y,Y,Y,,
,485111,Rampur Baghelan MP,MADHYA PRADESH,Y,Y,N,,
,456300,Nagda,MADHYA PRADESH,Y,Y,N,,
,494224,Bastar,CHHATTISGARH,Y,Y,N,,
,458002,Mandsaur,MADHYA PRADESH,Y,Y,N,,
,465221,Shajapur,MADHYA PRADESH,Y,Y,N,,
,487221,Kareli,MADHYA PRADESH,Y,Y,N,,
,472338,Prithvipur,MADHYA PRADESH,Y,Y,N,,
,453777,Indore,MADHYA PRADESH,N,N,Y,,
,472115,Tikamgarh,MADHYA PRADESH,Y,Y,N,,
,465677,Maksudangarh,MADHYA PRADESH,N,N,N,,
,490010,DURG,CHHATTISGARH,N,N,N,,
,491336,Kavarda,CHHATTISGARH,Y,Y,Y,,
,486338,Deotalab,MADHYA PRADESH,N,N,N,,
,465110,Shajapur,MADHYA PRADESH,Y,Y,N,,
,455113,Dewas,MADHYA PRADESH,Y,Y,Y,,
,460443,Betul,MADHYA PRADESH,Y,Y,Y,,
,457552,Jaora,MADHYA PRADESH,Y,Y,Y,,
,480669,Seoni,MADHYA PRADESH,Y,Y,N,,
,454331,Kukshi,MADHYA PRADESH,N,N,N,,
,465687,Pachore,MADHYA PRADESH,Y,Y,Y,,
,480664,Seoni,MADHYA PRADESH,Y,Y,N,,
,471606,Khajurao MP,MADHYA PRADESH,Y,Y,N,,
,493332,Balodabazar,CHHATTISGARH,Y,Y,N,,
,481669,Mandla,MADHYA PRADESH,Y,Y,N,,
,454775,Manpur,MADHYA PRADESH,Y,Y,Y,,
,455116,Dewas,MADHYA PRADESH,N,N,N,,
,481551,Paraswada,MADHYA PRADESH,N,N,N,,
,484885,RAJENDRAGRAM,MADHYA PRADESH,N,N,N,,
,493890,Devbhog,CHHATTISGARH,Y,Y,Y,,
,495001,Bilaspur,CHHATTISGARH,Y,Y,Y,,
,462100,Bhopal,MADHYA PRADESH,Y,Y,N,,
,456001,Ujjain,MADHYA PRADESH,Y,Y,Y,,
,462038,Bhopal,MADHYA PRADESH,Y,Y,Y,,
,482002,Jabalpur,MADHYA PRADESH,Y,Y,Y,,
,481445,Katangi,MADHYA PRADESH,Y,Y,Y,,
,493773,Dhamtari,CHHATTISGARH,Y,Y,Y,,
,480106,Sausar,MADHYA PRADESH,Y,Y,N,,
,462023,Bhopal,MADHYA PRADESH,Y,Y,Y,,
,454116,Dhar,MADHYA PRADESH,N,N,N,,
,495692,DABHARA,CHHATTISGARH,Y,Y,N,,
,476006,Morena,MADHYA PRADESH,Y,Y,N,,
,462039,Bhopal,MADHYA PRADESH,Y,Y,Y,,
,494221,Bastar,CHHATTISGARH,Y,Y,Y,,
,451335,Khragone,MADHYA PRADESH,Y,Y,N,,
,454280,Kukshi,MADHYA PRADESH,Y,Y,N,,
,484114,Shahdol,MADHYA PRADESH,Y,Y,N,,
,451001,Khragone,MADHYA PRADESH,Y,Y,Y,,
,492016,Raipur,CHHATTISGARH,Y,Y,N,,
,451443,Khragone,MADHYA PRADESH,Y,Y,N,,
,462035,Bhopal,MADHYA PRADESH,Y,Y,Y,,
,457772,Thandla,MADHYA PRADESH,N,N,N,,
,464551,Raisen,MADHYA PRADESH,Y,Y,N,,
,481102,BUDBUDA,MADHYA PRADESH,Y,Y,N,,
,453643,Indore,MADHYA PRADESH,Y,Y,Y,,
,457118,Alot,MADHYA PRADESH,Y,Y,N,,
,494227,Kondagaon,CHHATTISGARH,Y,Y,N,,
,486003,Rewa,MADHYA PRADESH,Y,Y,Y,,
,457337,Jaora,MADHYA PRADESH,Y,Y,N,,
